order_id,product_id,add_to_cart_order,reordered
14,8575,5,1
14,10096,8,1
14,20392,1,1
14,20995,10,1
14,23032,9,0
14,27845,2,1
14,39475,7,1
14,41890,6,1
14,45066,11,0
15,2996,4,1
15,7461,3,1
15,19660,1,1
15,21195,2,1
15,32463,5,1
16,9755,1,1
16,25466,2,0
16,45437,3,0
18,1000,3,0
18,1057,28,0
18,2116,15,0
18,4656,19,0
18,4802,13,0
18,5212,4,0
18,7308,23,0
18,7948,12,0
18,8021,1,0
18,9848,20,0
18,17568,21,0
18,23339,22,0
18,26648,10,1
18,27644,18,0
18,28934,14,0
18,32018,17,1
18,33279,25,0
18,34969,2,1
18,35547,24,1
18,36011,5,1
18,38985,9,1
18,44632,6,1
18,45495,16,1
18,46969,7,0
18,46979,26,1
18,48745,11,0
19,41540,3,1
19,42265,1,1
20,5112,4,0
20,7419,3,0
20,27605,8,0
20,33452,5,0
20,35430,1,0
20,42633,7,0
20,47485,2,0
21,4149,3,0
21,5009,1,1
21,25718,5,1
21,31478,4,0
21,33106,2,1
22,17341,11,0
22,19068,9,1
22,21410,10,0
22,22754,2,1
22,23341,6,1
22,28993,4,1
22,31268,14,1
22,39993,8,0
22,40593,12,0
22,41273,5,1
22,46941,7,1
23,7969,9,1
23,8381,13,1
23,8518,10,1
23,12036,6,1
23,13497,7,0
23,18689,11,0
23,25931,1,1
23,26283,4,1
23,29662,3,1
23,32205,14,0
23,35163,2,1
23,44299,12,0
23,44953,8,0
24,9065,2,0
24,40078,1,0
24,46175,3,0
25,1934,6,1
25,6383,7,1
25,14576,4,1
25,15925,12,0
25,22105,5,0
25,30320,11,1
25,31487,2,0
25,33506,10,1
25,37449,13,0
25,37510,3,1
25,39046,8,0
25,48171,9,0
25,48299,14,1
26,25890,4,0
26,35951,1,0
26,40545,7,0
26,46206,3,0
27,2447,20,0
27,3382,14,1
27,5373,11,1
27,8654,19,0
27,10243,27,0
27,13646,3,1
27,15527,23,0
27,18479,6,1
27,19478,15,0
27,20638,25,0
27,21019,4,0
27,21938,10,0
27,24489,21,1
27,26128,22,1
27,27451,26,0
27,28849,12,1
27,30442,2,1
27,38226,5,0
27,40604,18,1
27,41588,13,0
27,41950,24,1
27,42701,9,1
27,49383,17,1
28,12980,8,1
28,18531,11,1
28,22825,4,1
28,24024,13,1
28,25256,5,1
28,27548,9,1
28,31915,16,1
28,35108,1,0
28,37220,7,1
28,37288,15,1
28,38544,14,1
28,45504,10,1
28,47626,6,1
29,8571,4,1
29,21386,2,1
29,33768,5,1
29,43352,1,1
30,1158,2,1
30,42944,3,0
30,48559,1,1
31,4920,5,1
31,9436,10,0
31,22935,2,1
31,25647,6,1
31,29926,8,1
31,47900,9,1
31,48946,1,1
31,49156,7,1
32,12384,1,1
32,15991,2,0
32,28199,9,1
32,35887,6,0
32,49683,7,1
33,1446,4,0
33,5699,1,1
33,8592,3,0
33,19970,6,1
33,32740,2,0
33,32981,8,0
33,40063,9,1
33,46313,5,0
33,49390,7,0
35,14715,3,0
35,16974,4,0
35,24532,2,0
35,28413,1,0
35,37980,5,0
37,33059,2,0
37,35561,1,0
37,43721,3,0
39,8385,5,0
39,28204,3,1
39,48679,1,0
40,10070,1,1
40,34866,4,1
40,42450,2,1
41,27344,1,1
41,27355,2,1
42,19887,1,1
42,33000,2,0
43,8817,3,0
43,12850,5,0
43,20915,1,0
43,21553,6,1
43,21949,2,0
43,34005,7,0
43,37867,4,1
44,383,4,0
44,2240,9,0
44,13966,8,0
44,20955,3,0
44,27356,7,0
44,27979,2,1
44,28012,6,0
44,31509,1,1
44,44384,5,1
45,16349,1,1
46,3703,17,0
46,4447,16,0
46,4778,4,1
46,5077,15,1
46,11983,6,1
46,15364,20,0
46,17417,11,1
46,18346,7,1
46,21067,8,1
46,22282,12,0
46,26172,3,0
46,27656,10,1
46,28921,19,0
46,32917,14,0
46,34233,18,0
46,34519,5,1
46,36884,1,0
46,41602,9,1
46,47827,13,1
46,48183,2,0
47,16797,1,1
47,29223,5,0
47,39275,2,1
47,46041,4,0
48,6141,4,0
48,11403,7,0
48,12144,6,0
48,14129,1,0
48,17600,3,1
48,22298,2,1
48,36929,8,0
48,42169,5,0
49,3513,1,1
49,19677,4,1
49,20307,3,1
49,39276,2,1
50,276,7,0
50,397,1,0
50,1025,5,1
50,4799,6,1
50,17183,3,1
50,34993,2,0
50,37788,4,0
51,604,7,0
51,3594,2,1
51,4493,9,1
51,14994,3,0
51,30274,1,0
51,32624,6,0
51,44514,5,0
51,45433,4,0
52,4485,5,0
52,18963,1,0
52,39408,3,1
53,5876,8,1
53,14467,6,1
53,32442,5,1
53,34448,14,0
53,36606,4,0
53,37646,2,1
53,38647,12,0
53,38827,10,1
53,40706,7,1
53,46194,15,0
54,10833,1,0
54,11121,5,0
54,32971,7,0
54,34004,3,0
55,6740,20,0
55,8251,7,1
55,8671,2,1
55,11520,12,0
55,17872,3,0
55,18234,13,0
55,24385,8,0
55,25800,22,0
55,26940,19,0
55,30391,9,0
55,32177,14,0
55,32734,11,0
55,38315,21,0
55,40709,15,1
55,42736,1,1
55,45123,16,0
56,1376,6,1
56,7021,1,0
56,9076,5,1
56,21910,9,1
56,24964,3,1
57,19057,5,0
57,43122,4,0
57,47231,2,0
57,48857,7,0
58,2825,2,1
58,23375,1,1
58,26604,5,1
59,12902,3,1
59,32549,1,1
59,46077,2,1
60,781,12,1
60,890,15,1
60,2298,10,1
60,9934,1,0
60,13249,13,1
60,17123,8,1
60,22395,2,0
60,22963,17,1
60,37110,4,1
60,38777,9,1
60,44910,18,1
60,48628,11,1
61,10473,8,1
61,13042,6,1
61,15541,5,1
61,17207,9,1
61,20940,7,1
61,22507,2,0
61,29127,4,1
61,38928,10,1
62,10017,1,0
62,20114,7,0
62,26209,4,0
62,37766,3,1
62,43394,2,1
63,287,8,1
63,6046,7,0
63,12508,9,0
63,13733,10,1
63,24203,4,1
63,25886,1,0
63,34640,6,0
63,34854,5,0
63,41674,2,0
64,9292,2,1
64,15424,3,1
64,17889,1,1
64,18988,4,1
64,38959,5,1
65,1940,2,1
65,19155,1,1
65,25170,3,0
66,3397,1,1
66,7658,5,1
66,21955,2,1
66,37102,6,0
66,38689,3,1
66,45368,4,1
67,5438,6,1
67,11422,2,1
67,25670,8,0
67,27514,3,1
67,46226,7,0
67,46654,4,1
67,47993,5,1
68,1629,8,0
68,7768,6,0
68,9387,4,1
68,17924,2,1
68,21288,9,1
68,31805,3,1
68,43739,1,1
69,8186,4,1
69,11140,10,0
69,12341,9,0
69,23060,11,1
69,28682,7,0
69,36342,8,1
69,42345,6,1
69,43875,1,1
69,47049,3,1
70,11067,1,0
70,11481,2,0
70,35824,4,1
70,44008,3,0
71,12023,2,0
71,31553,6,1
71,39389,9,0
71,41544,4,0
72,4472,3,1
72,5514,11,0
72,20588,7,1
72,29228,5,1
72,38515,10,0
72,39108,2,1
72,42548,6,1
72,43950,4,1
72,47479,9,0
73,11759,3,1
73,24125,2,1
74,7715,7,1
74,11136,3,1
74,12456,9,1
74,14540,10,1
74,15392,8,1
74,17902,5,1
74,26369,11,1
74,27247,4,1
74,45681,6,1
75,2361,2,0
75,5959,10,0
75,10915,3,0
75,21616,5,0
75,24889,9,0
75,25138,1,0
75,25195,16,0
75,43889,11,0
75,44077,13,0
75,45646,12,0
75,46383,15,0
76,14159,2,1
76,31974,1,0
76,33357,3,0
76,38996,4,0
76,39844,5,0
77,2295,6,1
77,2979,11,0
77,5120,3,1
77,8277,7,1
77,15290,10,1
77,18079,21,0
77,23233,14,0
77,24184,5,1
77,31040,16,1
77,36481,2,1
77,36550,20,1
77,38273,19,0
77,38944,17,0
77,39619,18,0
77,43154,4,1
77,48057,15,0
77,49510,1,1
78,12899,2,0
78,21573,3,0
78,32403,1,0
78,32455,4,1
79,4210,1,1
79,4377,2,1
79,4840,7,0
79,11256,8,1
79,12397,6,1
79,13110,5,1
79,13627,4,1
79,39461,3,1
80,10761,1,1
80,23734,5,1
80,42118,3,1
81,10385,7,1
81,15040,5,1
81,22867,6,1
81,39928,9,0
81,43014,2,1
81,44683,11,1
81,46394,10,0
82,3376,3,1
82,4421,5,1
82,14117,2,1
82,20520,4,1
82,35417,1,1
82,39469,6,0
83,1087,2,1
83,2124,10,0
83,4945,4,1
83,10060,14,1
83,11574,6,0
83,13292,11,0
83,35503,3,1
83,37935,7,0
83,39561,9,0
83,40587,5,0
84,1463,1,1
84,11193,2,1
84,13984,5,1
84,17594,7,0
84,18306,9,0
84,28842,4,1
84,34065,8,1
84,34423,3,1
84,42300,6,1
85,19691,2,0
85,20217,4,0
85,21349,5,0
85,32259,3,0
85,33776,6,0
85,34063,8,1
85,41611,7,0
85,42240,9,1
86,17706,8,1
86,22950,7,1
86,23115,6,1
86,32566,5,1
86,36004,2,0
86,37634,1,0
86,45253,3,0
86,47123,4,1
87,2707,7,1
87,4105,13,0
87,6128,11,0
87,8538,15,0
87,13637,12,0
87,31748,3,0
87,38770,5,0
87,39947,2,1
87,40338,9,1
87,44119,4,0
87,45312,8,0
87,46052,14,0
87,46881,10,0
87,49279,6,1
88,2067,7,1
88,7485,10,1
88,9366,11,0
88,15649,21,1
88,18523,5,1
88,19511,2,1
88,26252,19,0
88,27690,16,0
88,35628,4,1
88,38400,22,1
88,43961,9,1
88,49131,14,1
89,20600,2,1
90,12797,5,1
90,33043,2,0
90,44449,4,0
91,5825,1,1
91,6218,6,1
91,23293,4,1
91,42813,5,1
91,44303,2,1
91,48784,3,1
92,1374,18,1
92,1392,17,0
92,2929,8,1
92,4793,3,1
92,5646,25,1
92,14332,11,0
92,18288,6,1
92,25230,14,0
92,29742,5,1
92,35704,12,0
92,39121,4,1
92,44116,1,1
92,44375,24,1
92,45633,7,1
92,48385,15,0
93,4966,10,1
93,13194,1,0
93,25727,14,1
93,27323,8,1
93,28454,3,1
93,29487,13,1
93,33671,4,1
93,39581,7,1
93,39620,5,0
93,42677,9,0
93,47226,2,0
94,16521,2,0
94,17948,4,0
94,35221,1,1
95,9337,1,0
95,10121,2,1
95,10849,9,1
95,12395,7,1
95,20379,5,1
95,22035,4,1
95,37158,14,1
95,37630,3,0
95,48287,13,1
95,48464,11,1
97,1136,20,1
97,2275,10,1
97,4006,23,0
97,4366,1,1
97,12276,3,1
97,19019,13,1
97,25451,9,1
97,27177,26,0
97,28465,11,1
97,28515,22,1
97,29963,27,0
97,30850,7,1
97,30949,4,1
97,33184,19,1
97,33439,14,1
97,34565,15,0
97,35134,16,1
97,36772,6,1
97,37460,21,1
97,38090,18,1
97,38782,17,1
97,41973,25,0
99,8025,4,0
99,12157,7,0
99,13991,3,0
99,32105,5,0
99,35176,6,0
99,38200,2,1
99,46584,1,1
101,1408,2,1
101,3561,10,0
101,5729,3,1
101,6249,1,1
101,9138,4,1
101,16570,5,1
101,37825,11,1
101,44926,8,1
101,47852,9,1
102,19446,7,0
102,24830,4,0
102,26410,9,1
102,27104,5,0
102,37462,10,0
102,39001,6,0
102,44570,8,0
102,44625,2,1
103,1695,3,0
103,5794,2,0
103,40386,4,0
104,22124,2,1
104,28745,1,1
105,1194,1,0
105,11712,12,0
105,26790,8,0
105,27423,4,1
105,42443,10,1
106,2839,3,1
106,4497,22,1
106,5048,31,0
106,5672,34,0
106,11210,2,0
106,12945,23,1
106,14168,14,1
106,14936,33,0
106,16177,15,1
106,16370,18,1
106,18019,12,1
106,19539,13,1
106,19836,4,1
106,22620,10,0
106,23011,7,1
106,26179,32,0
106,27288,6,1
106,27509,19,1
106,30413,26,1
106,30958,21,1
106,31562,27,1
106,34092,30,1
106,38819,28,0
106,39335,24,0
106,44455,17,1
106,46167,25,0
106,47144,9,1
106,49505,5,1
107,11513,7,1
107,16953,6,1
107,31577,2,1
107,35535,1,1
107,47783,3,1
108,7751,6,0
108,13708,9,0
108,14872,3,0
108,21847,2,0
108,38381,5,0
108,42075,4,0
108,42383,7,0
109,4715,5,1
109,8195,2,1
109,10616,6,1
109,14131,10,0
109,15452,18,0
109,18848,8,1
109,19076,11,0
109,22894,15,0
109,26165,9,1
109,31555,14,1
109,33651,19,0
109,35871,12,0
109,36066,20,0
109,36217,1,1
109,37751,16,0
109,40310,21,1
109,49056,13,0
109,49478,7,0
110,6873,7,0
110,9450,3,0
110,23689,10,0
110,26216,4,0
111,15429,4,1
111,20574,2,1
113,8193,6,0
113,19706,5,0
113,27171,3,0
114,1263,5,0
114,1688,2,0
114,4495,8,0
114,5782,4,0
114,23763,6,0
114,24954,1,0
114,31164,9,0
114,31766,10,0
114,37371,3,0
115,1186,10,0
115,22920,5,1
115,23955,4,1
115,35003,2,1
115,37358,9,0
115,39636,7,0
115,40332,11,1
115,48590,8,0
115,48657,3,1
115,49199,12,0
116,42342,2,1
117,2078,1,1
117,11132,9,0
117,14947,11,0
117,20119,10,0
117,21283,12,0
117,27756,2,1
117,31660,13,0
117,33351,14,0
117,35898,6,0
117,39481,8,0
117,44603,15,0
117,44987,3,1
117,49465,5,1
118,16283,4,1
118,21292,2,0
118,32303,3,1
119,12572,9,0
119,17206,4,0
119,18908,1,0
119,23400,3,0
119,28425,8,0
119,29987,6,0
119,44142,5,0
120,1503,8,0
120,5068,10,0
120,11022,16,0
120,19061,14,0
120,26689,12,0
120,28156,11,0
120,31323,7,0
120,39037,15,0
120,42834,6,0
120,46703,9,0
120,48205,5,0
121,3696,3,1
121,13372,2,0
121,38579,5,1
121,42493,1,1
121,48532,4,1
122,18644,2,0
123,6692,8,1
123,8859,9,1
123,9839,2,1
123,14917,6,1
123,16825,4,1
123,19048,12,0
123,28123,16,1
123,36010,18,1
123,37464,10,1
123,43908,14,1
123,46823,7,1
123,48246,5,1
123,49273,13,0
124,4853,5,1
124,24630,2,0
124,26698,6,1
124,28527,3,1
124,28990,8,1
125,2002,24,1
125,6656,1,1
125,11068,13,1
125,17807,22,1
125,17835,5,1
125,20549,18,1
125,21777,21,1
125,23074,23,1
125,26282,9,1
125,30489,3,1
125,35750,20,1
125,36735,25,1
125,43249,14,1
125,44359,12,1
125,49175,19,1
125,49215,8,1
126,6104,2,1
126,7054,3,1
126,14650,1,0
126,24866,6,0
127,4313,5,1
127,7644,7,0
127,9515,10,1
127,15902,11,1
127,23549,3,0
127,25197,6,1
127,37052,4,1
127,39938,12,0
127,45064,9,1
127,47357,8,0
128,7010,8,1
128,16249,6,1
128,18770,2,1
128,28278,7,0
128,39984,10,1
129,5194,10,1
129,7067,12,1
129,13198,6,1
129,17471,9,1
129,24850,8,1
129,26634,5,0
129,31073,13,0
129,33454,3,1
129,38995,11,1
129,43338,17,0
129,47509,14,0
130,3583,14,0
130,4276,2,0
130,8309,8,0
130,12496,7,0
130,14357,3,0
130,18376,4,0
130,33232,6,0
130,34358,11,0
130,39218,1,0
131,4544,16,0
131,5588,14,0
131,20869,7,0
131,21174,10,1
131,26937,9,1
131,28826,17,0
131,29506,18,1
131,34126,4,1
131,42768,15,1
131,45007,6,1
132,8239,3,0
132,11447,10,0
132,17830,4,1
132,17980,2,1
132,25533,11,1
132,33156,9,0
132,36640,1,1
132,39871,5,0
132,43295,7,0
133,18670,2,1
134,169,5,1
134,5547,13,1
134,8638,12,1
134,9018,15,1
134,14852,3,1
134,17029,14,1
134,17316,2,1
134,30169,7,1
134,30696,4,1
134,36076,6,1
134,41970,17,1
134,42460,8,1
134,45763,10,1
134,48423,9,1
135,13870,4,1
135,16900,8,1
135,25513,1,1
135,31778,7,1
135,43513,6,0
135,45951,9,1
135,47866,3,1
135,49227,10,1
136,11005,4,0
136,18465,2,0
138,15995,4,1
138,24363,1,1
138,28432,6,0
138,29625,2,1
138,38890,5,1
139,2386,6,1
139,14678,1,1
139,19678,2,1
139,33731,5,1
140,2712,2,1
140,4516,1,1
140,7898,5,1
140,18721,8,1
140,22618,9,0
140,32655,7,1
140,35042,4,1
140,44560,3,1
141,1694,6,0
141,6991,5,1
141,10957,15,1
141,13641,13,1
141,16696,2,1
141,21131,1,1
141,30913,12,1
141,32650,11,1
141,34185,9,1
141,36316,7,1
141,42972,4,1
141,43616,3,1
141,43693,10,1
142,15979,2,1
142,19348,1,1
142,20269,3,1
142,24186,4,1
142,32638,5,1
142,46222,6,1
142,46261,7,1
143,277,25,0
143,3148,9,1
143,12218,17,0
143,13802,16,0
143,14850,23,0
143,15386,2,1
143,18498,12,0
143,22866,13,1
143,26040,19,0
143,29529,24,1
143,34067,7,1
143,36070,8,1
143,37611,22,1
143,42352,21,0
143,43183,18,0
143,46844,20,1
143,47185,15,0
143,49098,6,1
144,8424,8,0
144,19448,12,0
144,22474,7,0
144,24799,6,0
144,26047,10,1
144,35921,2,1
144,45948,11,0
144,46069,9,1
145,26348,3,0
145,31651,1,0
146,12078,1,0
146,13575,2,1
146,13914,12,1
146,24135,13,1
146,30591,8,1
146,37710,11,1
146,41400,7,1
147,1360,12,0
147,5605,6,0
147,12838,8,0
147,23537,7,0
147,26346,2,1
147,31433,10,0
148,14881,9,1
148,21614,14,1
148,25659,2,0
148,26606,12,0
148,34197,4,1
148,34720,10,1
148,38650,1,0
148,48364,7,0
149,2390,3,0
149,15383,1,1
149,33129,2,0
150,14127,1,1
150,21506,3,0
150,45645,2,0
151,26152,2,1
151,30486,4,1
151,46931,1,0
151,48697,3,1
152,4557,4,1
152,5161,3,1
152,40969,5,0
153,12576,2,0
153,23765,9,1
153,26620,1,0
153,33716,6,0
153,40599,4,1
153,40632,3,1
153,47717,5,1
153,48493,7,0
154,11806,4,0
154,25246,2,0
154,41801,3,1
155,10749,2,1
155,17619,4,1
155,27243,6,0
156,13829,2,1
156,35383,1,1
156,42719,3,1
156,46720,5,0
157,3494,2,0
157,37193,4,1
157,43789,7,1
158,15712,3,0
158,16387,2,1
158,37022,4,0
159,5479,4,1
159,17949,3,1
160,24390,3,0
160,25331,5,0
160,25477,4,0
161,14464,2,1
161,17334,9,1
161,32141,8,1
161,32691,4,1
161,34047,3,1
161,48097,7,0
161,48800,6,0
162,7503,2,0
162,8955,11,0
162,17560,1,1
162,26032,9,0
162,32959,7,0
162,38666,8,0
163,14211,15,1
163,16185,2,1
163,19240,14,1
163,26301,16,1
163,29077,11,1
163,30252,18,1
163,31640,12,1
163,35715,6,1
163,39877,5,1
163,47888,9,1
164,6779,5,0
164,32689,2,1
164,39563,6,0
165,13130,9,0
165,13838,3,0
165,20178,5,1
165,22921,4,1
165,27521,2,1
165,34339,6,1
166,6690,1,1
166,11472,6,0
166,13536,4,1
166,15805,5,0
166,17251,9,0
166,19850,7,0
166,21524,2,1
166,25760,3,1
166,47734,8,0
167,6623,2,1
168,18366,4,1
168,19736,5,1
168,20580,3,1
168,38145,6,1
168,41836,2,0
169,6341,9,1
169,8230,8,0
169,25020,7,0
169,25370,3,1
169,25980,5,0
169,36777,4,0
171,14645,1,0
171,48226,2,0
172,651,4,1
172,18441,1,1
173,14409,2,1
173,14833,3,1
173,17419,5,1
173,34124,4,1
173,42325,1,0
174,11819,7,1
174,19184,14,0
174,30884,6,1
174,32016,8,0
174,41257,13,0
174,44422,2,0
175,1516,4,1
175,3025,1,1
175,11777,8,0
175,12015,5,0
175,32433,9,1
175,44349,6,0
175,46346,12,1
175,48720,13,0
176,4675,4,1
176,5991,9,0
176,21267,5,1
176,26497,2,1
177,5022,11,1
177,19906,12,1
177,27531,3,1
177,35055,9,1
177,38159,8,1
177,40311,10,1
177,40723,2,1
178,6369,2,0
179,30382,4,1
179,31242,3,0
179,31343,5,0
180,7079,17,1
180,24933,7,1
180,37385,1,1
180,41960,12,0
181,8903,3,1
181,14084,7,1
181,33746,8,1
181,35166,2,1
181,38456,4,1
183,4305,1,1
183,6376,3,0
183,11512,6,1
183,23789,2,1
183,31215,5,1
183,49247,7,1
183,49628,4,1
184,1080,8,0
184,9710,7,0
184,21962,1,0
184,23405,4,0
184,23431,5,1
184,45265,3,0
185,5134,8,1
185,20899,7,0
185,23165,1,1
185,27392,6,0
185,37029,10,0
185,39812,3,0
185,41556,5,0
186,7781,1,0
186,20082,3,0
186,20314,9,0
186,25830,7,0
186,28892,8,0
186,41351,6,0
186,43692,4,0
186,44085,2,0
187,4595,7,1
187,23687,10,1
187,30183,2,1
187,31869,4,0
188,30305,6,1
188,38275,2,1
188,38419,3,1
189,2966,4,1
189,18718,2,0
189,19894,5,0
189,35986,1,1
190,3957,5,0
190,22959,11,1
190,23543,4,0
190,34243,2,0
190,48104,6,0
191,2178,5,1
191,12811,4,1
191,24325,1,1
191,29116,3,1
191,41391,2,1
192,5677,14,0
192,8174,6,0
192,9598,3,1
192,15700,8,0
192,18224,4,1
192,18413,9,1
192,29117,11,0
192,33527,15,0
192,36082,5,1
192,47253,13,0
192,49476,2,1
193,3545,10,0
193,3873,5,1
193,12409,1,1
193,21291,4,0
193,29594,12,0
193,32028,3,0
193,36646,8,1
193,42001,9,0
193,45946,2,0
193,49075,11,0
194,45,5,1
194,1860,4,0
194,3149,1,0
194,13514,2,0
194,16275,6,0
194,29252,8,0
195,3066,2,1
195,5746,9,1
195,11408,7,1
195,13629,3,1
195,22654,17,0
195,25753,24,0
195,30103,15,1
195,32839,19,0
195,33845,4,1
195,34664,16,1
195,34851,25,0
195,36522,5,0
195,37985,21,1
195,38188,22,1
195,39329,11,1
195,43955,6,1
196,4562,10,0
196,13740,1,1
196,30774,5,0
196,32293,4,0
196,33352,9,0
196,49396,3,0
197,2994,1,1
197,3142,9,1
197,6347,4,1
197,30450,8,1
197,42585,7,1
197,45535,3,1
197,46709,5,1
197,47630,10,1
198,2421,3,1
198,15740,6,0
198,20842,4,1
198,21417,8,0
198,27778,10,0
198,32374,2,1
198,47893,9,0
199,13070,2,0
199,15097,6,0
199,23217,3,1
200,9434,1,0
201,8262,4,0
201,14499,6,0
201,15269,7,1
201,28476,1,0
201,39507,5,0
201,40486,2,0
202,20406,1,0
204,38885,6,1
205,5785,3,1
205,28836,2,1
206,16607,3,1
206,20142,5,1
206,20211,7,0
206,40174,2,1
206,41787,6,0
207,2408,4,0
207,5385,1,1
207,7860,5,0
207,22128,3,0
207,44337,6,0
208,1582,5,1
208,3880,12,1
208,28632,6,1
208,32429,3,1
208,34503,4,1
208,35350,1,0
208,36681,2,1
208,36736,11,0
208,36849,8,1
208,48395,10,1
209,16965,3,1
209,23001,5,0
209,39409,1,1
210,86,17,1
210,10286,15,0
210,10504,16,1
210,26324,13,1
210,29650,5,1
210,37067,12,0
210,39261,14,0
210,41757,11,1
212,8953,4,0
212,17122,1,1
212,40120,3,1
213,9390,3,1
213,11941,12,1
213,21077,8,1
213,28553,7,1
213,46064,1,0
214,5499,1,0
214,21329,5,0
214,25043,7,0
214,25093,6,1
214,37053,3,0
216,3849,7,1
216,8667,6,1
216,10831,5,1
216,26521,3,1
216,32850,1,1
216,49520,2,1
217,11262,1,1
219,7987,2,1
220,3919,1,1
220,11432,2,1
221,4658,2,0
221,5926,5,0
221,24010,1,0
221,32156,9,0
221,37797,7,0
221,39097,3,0
221,40699,4,0
222,14267,9,1
222,35510,17,1
222,35522,3,1
222,38012,16,0
222,44765,13,1
222,45613,8,1
222,46993,18,1
222,49667,12,1
223,307,21,1
223,1181,26,1
223,1700,20,0
223,3999,27,1
223,4674,13,0
223,4895,10,1
223,5025,18,1
223,5450,16,1
223,5636,14,0
223,6165,25,0
223,15483,12,1
223,19953,9,1
223,23240,1,0
223,27147,24,0
223,33852,11,1
223,39604,4,1
223,40733,6,0
223,41245,17,0
223,44799,3,1
223,46172,7,0
223,46541,5,1
223,47842,8,0
224,34,8,1
224,148,2,1
224,12863,15,1
224,14910,7,1
224,21694,17,0
224,26767,16,0
224,27244,13,1
224,33548,6,1
224,43409,12,1
224,46817,14,0
224,47138,1,1
225,1559,1,1
225,21709,3,1
225,24041,4,1
225,33100,7,1
225,47087,8,1
227,9551,2,1
227,25919,3,1
227,31624,4,1
227,32784,5,1
228,7577,3,0
228,7628,17,0
228,8728,22,1
228,16757,28,1
228,19709,25,0
228,23054,9,0
228,25122,26,0
228,29180,31,0
228,34217,12,0
228,34224,29,0
228,36183,5,1
228,36406,6,1
228,41953,19,0
228,43086,4,1
228,47439,10,1
228,48716,21,1
229,11782,5,0
229,14579,10,0
229,17821,7,0
229,18266,8,0
229,21108,1,1
229,25435,9,0
229,27730,3,1
229,34276,2,1
229,40824,11,0
229,41690,6,0
229,42495,4,0
230,4925,3,0
230,26384,2,0
230,36953,7,1
230,41177,4,1
231,1197,16,0
231,4798,23,0
231,4932,14,0
231,8409,15,0
231,8572,13,0
231,10673,11,0
231,11381,20,0
231,14875,9,1
231,21281,21,0
231,23621,8,0
231,26552,12,0
231,26824,19,0
231,28569,22,0
231,32265,17,0
231,36307,5,0
231,40203,2,1
231,44234,18,0
231,44254,6,1
231,45896,3,0
231,46666,1,1
232,4792,8,0
232,7521,9,0
232,10132,7,0
232,22504,21,0
232,27086,5,0
232,29142,12,0
232,29558,10,0
232,37458,18,0
232,39055,11,0
232,39534,4,0
232,40501,2,0
232,44204,6,0
232,44293,22,0
234,2086,8,1
234,4208,9,0
234,33401,2,1
234,46372,10,1
235,12099,4,1
235,19816,3,1
235,25824,10,1
235,29447,2,1
235,30233,8,1
235,41623,12,0
235,44090,11,1
236,31824,6,1
236,41774,10,0
236,44257,4,0
238,9124,1,1
238,23417,4,0
239,9339,10,1
239,16744,14,1
239,19382,16,1
239,27544,18,1
239,29118,11,1
239,36764,4,1
239,41844,6,1
240,2846,9,0
240,4889,7,0
240,5258,14,1
240,8639,13,1
